Sub Avg,Takedown Def,Takedown Acc,Takedown Avg,Striking Def,Sapm,Striking Acc,Slpm,Dob,Stance,Reach,Weight,Height,Win Loss Record,Link,Nick Name,Name
0.0,81%,75%,0.44,56%,2.71,35%,2.97,"Dec 17, 1969",Orthodox,"76""",205 lbs.,"6' 2""",Record: 21-8-0,http://ufcstats.com/fighter-details/a390eb8a9b2df298,The Iceman,Chuck Liddell
0.0,50%,0%,0.00,100%,0.00,50%,0.97,"Jul 07, 1989",Orthodox,"73""",155 lbs.,"5' 11""",Record: 12-3-0,http://ufcstats.com/fighter-details/11b5a809c3120e27,Dynamis,Rodrigo Lidio
0.0,66%,0%,0.00,51%,7.36,60%,0.82,--,,--,--,--,Record: 12-10-0,http://ufcstats.com/fighter-details/421ccfc6ddb17958,,Sam Liera
0.0,0%,100%,1.36,48%,1.90,33%,0.81,"Feb 06, 1974",Orthodox,--,170 lbs.,"5' 8""",Record: 9-11-0,http://ufcstats.com/fighter-details/5d7c18191b8aa432,,Zach Light
0.0,0%,0%,0.00,49%,4.24,21%,2.91,"Oct 15, 1978",,--,205 lbs.,"6' 2""",Record: 6-2-0,http://ufcstats.com/fighter-details/998c8890a8dde1eb,,Scott Lighty
0.0,50%,0%,0.00,0%,1.44,33%,0.29,--,Orthodox,--,185 lbs.,"5' 9""",Record: 15-10-0,http://ufcstats.com/fighter-details/0e31bfd26cc8c503,,Chris Liguori
1.2,0%,28%,2.50,65%,1.75,41%,2.25,--,Orthodox,--,170 lbs.,"5' 9""",Record: 17-7-0,http://ufcstats.com/fighter-details/a1bf037613180253,,Donnie Liles
0.0,100%,100%,12.16,37%,4.05,50%,2.43,"Nov 09, 1979",Orthodox,--,170 lbs.,"5' 9""",Record: 17-6-0,http://ufcstats.com/fighter-details/bbb15f301e4a490a,,Jae Suk Lim
0.2,73%,100%,0.23,51%,5.07,41%,4.45,"Jan 16, 1985",Orthodox,"77""",170 lbs.,"6' 3""",Record: 13-7-1,http://ufcstats.com/fighter-details/203c957eac95dd87,The Ace,Hyun Gyu Lim
0.0,70%,31%,1.72,55%,2.11,44%,1.94,"Mar 15, 1982",Orthodox,"65""",115 lbs.,"5' 5""",Record: 9-5-0,http://ufcstats.com/fighter-details/75a6a390fd5dca46,Ju Thai,Juliana Lima
0.6,73%,34%,1.26,58%,3.88,39%,3.12,"Jan 31, 1989",Orthodox,"75""",170 lbs.,"6' 2""",Record: 17-9-0,http://ufcstats.com/fighter-details/e9213f53ddeca978,,Dhiego Lima
0.0,46%,100%,0.60,60%,2.84,36%,1.92,"Jan 05, 1988",,--,170 lbs.,"6' 1""",Record: 29-6-0,http://ufcstats.com/fighter-details/264111bf62662fbf,The Phenom,Douglas Lima
0.0,100%,0%,0.00,44%,5.67,63%,3.07,"Jan 25, 1994",Orthodox,--,135 lbs.,"5' 2""",Record: 7-1-0,http://ufcstats.com/fighter-details/6135fd9665fbb74e,,Mabelly Lima
0.0,0%,0%,0.00,36%,8.84,50%,6.51,--,,--,--,--,Record: 2-4-0,http://ufcstats.com/fighter-details/18c49685296c60e6,,Miguel Linares
0.0,33%,0%,0.00,26%,3.59,28%,1.17,"Apr 21, 1997",Orthodox,"72""",145 lbs.,"5' 8""",Record: 8-2-0,http://ufcstats.com/fighter-details/a4ef92274a45143d,Golden Bull,Emiliano Linares
1.3,60%,48%,3.01,52%,1.56,50%,2.62,"May 17, 1970",Southpaw,"74""",185 lbs.,"6' 0""",Record: 22-9-0,http://ufcstats.com/fighter-details/0e041d43a47d2e4b,The Law,Matt Lindland
0.0,50%,33%,0.65,46%,4.01,52%,3.44,"Jun 21, 1986",Switch,--,155 lbs.,"5' 11""",Record: 12-7-0,http://ufcstats.com/fighter-details/33e00249ef08d3a4,The Librarian,Jake Lindsey
0.6,67%,58%,0.56,56%,4.27,40%,5.36,"Jun 12, 1990",Orthodox,"67""",135 lbs.,"5' 3""",Record: 31-9-0,http://ufcstats.com/fighter-details/c268b2cfebccf652,Hands of Stone,John Lineker
0.0,80%,66%,0.67,58%,3.82,42%,4.00,"Jul 10, 1994",Orthodox,"70""",145 lbs.,"5' 10""",Record: 9-1-0,http://ufcstats.com/fighter-details/305d73ede05e31ad,Lights Out,Austin Lingo
1.9,50%,50%,1.86,34%,3.47,22%,0.99,"Dec 08, 1973",Orthodox,--,185 lbs.,"6' 2""",Record: 19-8-0,http://ufcstats.com/fighter-details/a780d16cf7eed44d,,Lucio Linhares
0.0,100%,36%,1.84,43%,4.25,49%,3.40,"Aug 17, 1985",Orthodox,"78""",205 lbs.,"6' 2""",Record: 15-5-0,http://ufcstats.com/fighter-details/53c943c873cffe90,Monstro,Philipe Lins
0.4,55%,20%,0.18,51%,4.10,36%,3.34,"Jan 26, 1994",Orthodox,"67""",125 lbs.,"5' 6""",Record: 14-8-0,http://ufcstats.com/fighter-details/6551c64fbcd1a467,Queen of Violence,Ariane Lipski
0.0,0%,0%,0.00,0%,0.00,0%,0.00,"Mar 02, 1991",,--,135 lbs.,"5' 6""",Record: 5-2-0,http://ufcstats.com/fighter-details/2c5f5749569eef66,Thai Panter,Tainara Lisboa
1.1,50%,15%,1.58,61%,1.89,35%,1.26,"Feb 13, 1976",Orthodox,"75""",185 lbs.,"6' 1""",Record: 13-7-0,http://ufcstats.com/fighter-details/68c6cd5287b473a7,The Boogeyman,Dean Lister
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,,--,205 lbs.,"6' 4""",Record: 4-8-0,http://ufcstats.com/fighter-details/008c6e1a25751575,,Wesley Little
0.0,0%,20%,2.00,43%,6.87,49%,6.27,"Sep 04, 1982",,--,155 lbs.,"5' 11""",Record: 20-9-1,http://ufcstats.com/fighter-details/6448e57a9533b7e4,Skullman,Abner Lloveras
0.0,66%,0%,0.00,0%,0.00,42%,3.87,--,Orthodox,--,155 lbs.,"5' 7""",Record: 6-10-3,http://ufcstats.com/fighter-details/7abce81b72fbbd9b,,Brian Lo-A-Njoe
0.0,0%,0%,0.00,0%,0.00,0%,0.00,"Feb 26, 1968",Orthodox,--,199 lbs.,"5' 11""",Record: 5-9-4,http://ufcstats.com/fighter-details/31652c9267606d54,The Machine,John Lober
0.0,52%,25%,0.39,50%,4.82,41%,3.52,"Aug 11, 1986",Southpaw,"65""",145 lbs.,"5' 9""",Record: 13-15-1 (1 NC),http://ufcstats.com/fighter-details/02f2a9702ba3d167,The Russian Hammer,Artem Lobov
1.2,28%,40%,2.31,52%,3.31,53%,1.31,"May 19, 1992",Orthodox,"72""",145 lbs.,"5' 9""",Record: 6-2-0,http://ufcstats.com/fighter-details/9caa254991a5a698,,Dylan Lockard
0.0,0%,0%,0.00,0%,0.00,0%,0.00,"May 23, 1982",Orthodox,--,185 lbs.,"6' 3""",Record: 31-5-0,http://ufcstats.com/fighter-details/d3d1ff3f3dfa0931,The Destroyer,Sean Loeffler
2.0,0%,0%,0.00,44%,6.93,49%,5.27,"Jan 24, 1995",Southpaw,"77""",155 lbs.,"6' 2""",Record: 4-2-0,http://ufcstats.com/fighter-details/4ab36d70d1b28b58,Hollywood,Christian Lohsen
0.1,36%,42%,0.43,43%,3.64,44%,1.59,"Dec 17, 1979",Orthodox,"76""",185 lbs.,"6' 0""",Record: 23-11-0,http://ufcstats.com/fighter-details/22e47b53e4ceb27c,The Crow,David Loiseau
0.5,77%,48%,1.69,53%,3.35,46%,3.02,"Feb 02, 1978",Southpaw,"71""",185 lbs.,"5' 9""",Record: 34-10-1 (2 NC),http://ufcstats.com/fighter-details/db1f2ed63b54b9a7,,Hector Lombard
0.0,60%,21%,2.50,31%,2.63,62%,1.47,"Apr 03, 1990",Orthodox,"72""",170 lbs.,"6' 0""",Record: 11-2-0 (1 NC),http://ufcstats.com/fighter-details/6d6b9a6cb063b60d,The Don,Michael Lombardo
0.0,0%,0%,0.00,0%,0.00,0%,0.00,"Feb 18, 1978",,--,145 lbs.,--,Record: 21-37-1,http://ufcstats.com/fighter-details/10e04e5e81f391a0,,Rocky Long
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,Orthodox,--,145 lbs.,"5' 9""",Record: 6-1-0,http://ufcstats.com/fighter-details/989be26791d0aad4,,Thomas Longacre
0.0,74%,47%,1.83,53%,2.56,58%,4.21,"Jan 18, 1996",Orthodox,"61""",115 lbs.,"5' 1""",Record: 7-3-0,http://ufcstats.com/fighter-details/4e30e4250cb08b61,,Loma Lookboonmee
0.3,100%,30%,1.00,49%,7.47,44%,6.24,"Mar 18, 1993",Orthodox,"74""",170 lbs.,"5' 10""",Record: 9-3-0,http://ufcstats.com/fighter-details/1497e735d9f2560a,The Last Ninja,Ange Loosa
0.0,0%,0%,0.00,0%,0.00,0%,0.00,"Oct 05, 1979",,--,185 lbs.,"6' 2""",Record: 29-19-0,http://ufcstats.com/fighter-details/1f70dd67ad507990,,Lucas Lopes
1.5,100%,31%,2.50,53%,3.33,36%,2.37,"Sep 26, 1984",,--,135 lbs.,"5' 5""",Record: 19-3-0,http://ufcstats.com/fighter-details/8270c00fae24c922,,Dileno Lopes
4.4,25%,0%,0.00,40%,4.31,50%,1.96,"Dec 30, 1994",Orthodox,"72""",145 lbs.,"5' 11""",Record: 19-4-0,http://ufcstats.com/fighter-details/f166e93d04a8c274,,Diego Lopes
0.0,30%,0%,0.00,65%,2.24,26%,0.90,--,Southpaw,--,135 lbs.,"5' 6""",Record: 14-3-1,http://ufcstats.com/fighter-details/0db9d2486d564a3c,,Ivan Lopez
0.0,37%,0%,0.00,62%,2.69,24%,1.39,"Jul 30, 1984",Orthodox,--,155 lbs.,"5' 11""",Record: 13-6-1,http://ufcstats.com/fighter-details/6085ceb59087514b,,Steve Lopez
0.0,0%,0%,0.00,30%,5.35,23%,1.78,--,Orthodox,--,139 lbs.,"5' 4""",Record: 10-6-0,http://ufcstats.com/fighter-details/9681e0ce67dc978b,Kiko,Federico Lopez
0.0,81%,41%,3.50,50%,2.57,59%,2.47,"Nov 21, 1988",Orthodox,--,170 lbs.,"5' 10""",Record: 11-5-0,http://ufcstats.com/fighter-details/ee624ee2a18f2a43,,Jorge Lopez
0.0,0%,0%,0.00,0%,0.00,0%,0.00,"Jan 30, 1986",,--,170 lbs.,"5' 10""",Record: 9-1-0 (1 NC),http://ufcstats.com/fighter-details/5148a665aa527865,,Christopher Lopez
1.3,71%,60%,3.32,55%,3.73,50%,3.13,"Jan 21, 1987",Southpaw,"69""",135 lbs.,"5' 7""",Record: 10-4-0,http://ufcstats.com/fighter-details/2fc7e9701642ca38,,Matthew Lopez
0.3,73%,0%,0.00,56%,5.18,45%,4.39,"Apr 06, 1994",Switch,"73""",135 lbs.,"5' 10""",Record: 10-2-0,http://ufcstats.com/fighter-details/773f7feacf96153e,Golden Boy,Benito Lopez
0.7,31%,41%,1.74,57%,3.87,40%,2.48,"Jun 27, 1989",Orthodox,"67""",135 lbs.,"5' 5""",Record: 12-6-1,http://ufcstats.com/fighter-details/93b62c5f2ba18e51,,Gustavo Lopez
0.0,92%,30%,1.50,53%,6.70,63%,6.23,"Dec 05, 1989",Switch,"70""",145 lbs.,"5' 10""",Record: 17-3-0,http://ufcstats.com/fighter-details/b788862dd1c11eac,,Brendan Loughnane
2.1,0%,0%,0.00,59%,4.11,40%,1.81,"Jul 28, 1980",Orthodox,--,185 lbs.,"6' 2""",Record: 11-2-0,http://ufcstats.com/fighter-details/cbf94e4c4af4ff6d,,Nate Loughran
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,,--,155 lbs.,--,Record: 4-1-0,http://ufcstats.com/fighter-details/e601d71cf8e5be22,,Rashard Lovelace
0.3,69%,37%,1.00,64%,2.36,40%,2.71,"Sep 07, 1983",Orthodox,--,145 lbs.,"5' 8""",Record: 18-10-0,http://ufcstats.com/fighter-details/eea0274e153256a0,The Barn Owl,Ian Loveland
0.0,0%,0%,0.00,35%,9.43,0%,0.00,--,Orthodox,--,205 lbs.,"6' 3""",Record: 11-4-0,http://ufcstats.com/fighter-details/ad044be25c94dcfd,The Striking Viking,Jakob Lovstad
0.3,83%,55%,4.47,53%,2.40,55%,1.88,"Oct 31, 1980",Southpaw,--,145 lbs.,"5' 7""",Record: 16-7-0 (2 NC),http://ufcstats.com/fighter-details/28f62d866c59c709,,Waylon Lowe
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,,--,155 lbs.,--,Record: 2-1-0,http://ufcstats.com/fighter-details/78ac94d54aa7f378,,Brandon Lowe
0.0,0%,0%,0.00,63%,4.25,34%,3.97,"Dec 12, 1989",Orthodox,"73""",155 lbs.,"5' 11""",Record: 9-2-0,http://ufcstats.com/fighter-details/86248c84834238e7,,Joe Lowry
2.9,100%,66%,2.93,61%,3.80,48%,3.90,"Mar 01, 1994",Orthodox,"68""",145 lbs.,"5' 9""",Record: 8-4-0 (1 NC),http://ufcstats.com/fighter-details/a2d23e684b3db732,,Lu Kai
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,,--,245 lbs.,"6' 2""",Record: 0-1-0,http://ufcstats.com/fighter-details/96087e90d900f0ef,,Robert Lucarelli
0.0,0%,10%,1.00,40%,3.93,48%,1.27,--,,--,205 lbs.,"6' 1""",Record: 15-3-0,http://ufcstats.com/fighter-details/668222c99c5c311d,Luke Duke,Matt Lucas
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,,--,155 lbs.,"5' 6""",Record: 14-6-0,http://ufcstats.com/fighter-details/9bdebbf2735d14c2,,Cleber Luciano
0.0,0%,0%,0.00,60%,5.73,36%,4.40,"Jan 08, 2002",Orthodox,"66""",115 lbs.,"5' 3""",Record: 13-5-0,http://ufcstats.com/fighter-details/abcf2cc6efc42031,,Iasmin Lucindo
0.1,59%,25%,0.43,57%,3.05,44%,4.62,"Aug 04, 1978",Orthodox,"70""",170 lbs.,"5' 10""",Record: 21-14-0,http://ufcstats.com/fighter-details/84ac950d4c1722dd,Bang,Duane Ludwig
0.6,0%,11%,1.18,40%,4.84,36%,2.48,"Jul 24, 1979",Orthodox,--,145 lbs.,"5' 8""",Record: 8-3-0,http://ufcstats.com/fighter-details/e26882820f9e8df5,,Mike Lullo
0.0,77%,55%,2.49,53%,3.66,44%,3.18,"Jul 31, 1987",Orthodox,"76""",185 lbs.,"5' 8""",Record: 11-5-0,http://ufcstats.com/fighter-details/ce632027bf2a871b,Champion,Dalcha Lungiambula
0.0,0%,0%,0.00,40%,7.22,66%,3.61,"Sep 03, 1974",Orthodox,--,385 lbs.,"6' 0""",Record: 14-4-0,http://ufcstats.com/fighter-details/4887e5bc4dbb73ff,,Alexandru Lungu
0.8,61%,50%,0.51,52%,5.51,52%,5.49,"Nov 27, 1991",Orthodox,"76""",170 lbs.,"5' 11""",Record: 21-9-1,http://ufcstats.com/fighter-details/6d4b63c767106d3a,The Silent Assassin,Vicente Luque
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,,--,210 lbs.,"6' 3""",Record: 0-1-0,http://ufcstats.com/fighter-details/505934897b8b4824,,Thaddeus Luster
0.7,30%,24%,1.95,42%,2.42,32%,0.41,"May 12, 1973",Orthodox,"75""",185 lbs.,"5' 11""",Record: 10-6-0,http://ufcstats.com/fighter-details/622f015c81a9b13a,The Serial Killer,Travis Lutter
0.2,70%,66%,2.00,44%,3.02,51%,4.10,"Jul 12, 1994",Orthodox,"72""",145 lbs.,"5' 8""",Record: 12-2-0,http://ufcstats.com/fighter-details/7832f2f62f04178f,Top Gun,Tucker Lutz
0.0,0%,0%,0.00,0%,0.00,0%,0.00,"Jun 25, 1993",Switch,"67""",145 lbs.,"5' 8""",Record: 16-6-0,http://ufcstats.com/fighter-details/5a4913108a3b9190,,Lv Zhenhong
0.0,0%,0%,0.00,41%,7.06,25%,2.47,--,Orthodox,--,170 lbs.,"5' 10""",Record: 5-2-0,http://ufcstats.com/fighter-details/710d93f1508f7104,,Stevie Lynch
0.0,50%,0%,0.00,10%,6.95,63%,1.47,--,Orthodox,--,155 lbs.,"5' 10""",Record: 17-10-0 (1 NC),http://ufcstats.com/fighter-details/edfe95e3c33a4bf8,,Adam Lynn
2.4,55%,55%,0.70,58%,3.03,45%,3.76,"Aug 18, 1974",Orthodox,"68""",170 lbs.,"5' 11""",Record: 31-18-5,http://ufcstats.com/fighter-details/91acd6910b802a9e,Lights Out,Chris Lytle
0.0,33%,53%,1.27,54%,4.10,41%,2.84,"Sep 09, 1988",Orthodox,"70""",155 lbs.,"5' 11""",Record: 16-11-3,http://ufcstats.com/fighter-details/98a6b2361045898f,Maestro,Dong Hyun Ma
0.0,0%,0%,0.00,43%,2.98,44%,0.89,"Apr 06, 1986",Orthodox,"70""",155 lbs.,"5' 7""",Record: 7-3-1,http://ufcstats.com/fighter-details/450bacdacd706bcd,,Pawan Maan
0.0,78%,45%,1.85,65%,3.96,54%,4.92,"Jul 01, 1991",Orthodox,"75""",170 lbs.,"5' 11""",Record: 9-3-0,http://ufcstats.com/fighter-details/ed74afc8b5b47a61,Patolino,William Macario
2.0,35%,16%,1.43,46%,2.70,52%,1.55,"Jun 03, 1975",Orthodox,"80""",185 lbs.,"6' 3""",Record: 25-16-0,http://ufcstats.com/fighter-details/2be6596a9db33bf5,The Athlete,Jason MacDonald
5.4,80%,80%,7.19,46%,2.04,50%,1.80,"Sep 05, 1978",Orthodox,"78""",205 lbs.,"6' 3""",Record: 5-4-0,http://ufcstats.com/fighter-details/f3388d2cf7ab3f64,Maximus,Rob MacDonald
0.4,88%,47%,1.77,62%,2.80,42%,3.75,"Jul 22, 1989",Orthodox,"76""",170 lbs.,"6' 0""",Record: 19-4-0,http://ufcstats.com/fighter-details/cbd5d3cdd862e90e,Red King,Rory MacDonald
0.0,0%,0%,0.00,45%,6.49,29%,2.28,"Mar 18, 1993",Switch,"71""",135 lbs.,"5' 11""",Record: 10-2-0,http://ufcstats.com/fighter-details/35e1f9984ed64206,Main Event,Ryan MacDonald
0.6,46%,18%,0.57,43%,5.06,39%,3.13,"Oct 30, 1995",Southpaw,"64""",125 lbs.,"5' 4""",Record: 6-4-1,http://ufcstats.com/fighter-details/4798e823ada58fe9,,Veronica Macedo
0.0,37%,33%,1.05,55%,1.82,52%,1.33,--,,--,170 lbs.,--,Record: 4-1-0,http://ufcstats.com/fighter-details/39831e62d12e7ad1,,Clayton MacFarlane
1.0,50%,0%,0.00,65%,2.93,43%,4.13,--,,--,125 lbs.,"5' 4""",Record: 6-0-0,http://ufcstats.com/fighter-details/8cf90e41646491fd,,Ilima Macfarlane
0.0,76%,0%,0.00,64%,2.87,32%,2.40,"May 06, 1996",Orthodox,"63""",115 lbs.,"5' 4""",Record: 8-3-0 (1 NC),http://ufcstats.com/fighter-details/a1a91dbf41a029c4,Tina Black,Valesca Machado
0.0,0%,0%,0.00,0%,0.00,0%,0.00,"Jul 20, 1994",,--,145 lbs.,--,Record: 14-7-0,http://ufcstats.com/fighter-details/89839250eb25c9c1,Lionheart,Caio Machado
0.4,75%,65%,1.21,61%,1.57,53%,2.59,"May 30, 1978",Southpaw,"74""",185 lbs.,"6' 1""",Record: 24-8-0,http://ufcstats.com/fighter-details/f7a7f7118d4b01b6,The Dragon,Lyoto Machida
0.0,40%,50%,1.16,43%,3.17,60%,2.32,"Nov 30, 1981",Orthodox,--,170 lbs.,"5' 11""",Record: 14-5-0,http://ufcstats.com/fighter-details/cd7bafbeee1f29a0,,War Machine
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,Switch,--,185 lbs.,"5' 9""",Record: 26-18-0,http://ufcstats.com/fighter-details/dedc3bb440d09554,Mad Dog,Anthony Macias
0.0,0%,18%,2.00,42%,4.60,29%,0.80,"Jun 27, 1988",Southpaw,"64""",115 lbs.,"5' 4""",Record: 4-1-0,http://ufcstats.com/fighter-details/e88b83dea18f5d31,PITA,Pauline Macias
0.5,89%,33%,3.17,66%,3.31,46%,2.51,"Jun 20, 1978",Orthodox,"73""",155 lbs.,"5' 11""",Record: 14-6-0,http://ufcstats.com/fighter-details/e25bcbcdaf6537a1,Mad Dog,Reza Madadi
0.7,80%,25%,2.22,67%,0.74,52%,2.08,"Nov 12, 1990",Southpaw,"72""",155 lbs.,"6' 0""",Record: 9-3-1,http://ufcstats.com/fighter-details/68c7ad953455c73f,Magic Man,Don Madge
0.0,0%,0%,0.00,47%,3.35,0%,0.00,--,Orthodox,--,170 lbs.,"6' 0""",Record: 5-3-0,http://ufcstats.com/fighter-details/a8d521d913df4e31,,Ryan Madigan
0.0,70%,71%,1.32,81%,1.18,41%,2.46,"Feb 12, 1980",Orthodox,"72""",240 lbs.,"6' 0""",Record: 8-2-0,http://ufcstats.com/fighter-details/7691a80e6ca3e55b,,Jon Madsen
0.0,62%,66%,3.09,53%,3.67,47%,3.24,"Sep 23, 1984",Orthodox,"72""",155 lbs.,"5' 8""",Record: 12-1-0,http://ufcstats.com/fighter-details/da0995f19b749cfa,The Olympian,Mark Madsen
0.7,50%,51%,2.93,63%,2.55,33%,2.36,"Oct 31, 1981",Southpaw,"68""",139 lbs.,"5' 7""",Record: 35-16-5,http://ufcstats.com/fighter-details/a4bf17bd3ba3423b,,Yoshiro Maeda
0.4,69%,83%,2.12,43%,4.38,48%,4.55,"Apr 25, 1989",Orthodox,"70""",155 lbs.,"5' 10""",Record: 13-4-0,http://ufcstats.com/fighter-details/8bbc0cfc01bc1ba1,Macarrao,Leonardo Mafra
0.8,66%,44%,1.55,68%,3.97,24%,2.14,"Jul 02, 1984",Orthodox,"75""",205 lbs.,"6' 3""",Record: 14-9-0 (1 NC),http://ufcstats.com/fighter-details/88a9bc81271ccd89,Pezao,Vinny Magalhaes
0.0,0%,0%,0.00,0%,0.00,0%,0.00,"Jul 30, 1971",,--,145 lbs.,--,Record: 2-1-0,http://ufcstats.com/fighter-details/1b583c64c23f0c7f,Draculinho,Vinicius Magalhaes
1.6,58%,15%,1.05,56%,2.78,40%,2.27,"Dec 14, 1987",Orthodox,"73""",185 lbs.,"6' 1""",Record: 10-3-0,http://ufcstats.com/fighter-details/0c5c66ddd1886b83,Hellboy,Caio Magalhaes
0.5,0%,0%,0.00,68%,3.37,27%,1.80,"Apr 08, 1981",Orthodox,--,155 lbs.,"5' 9""",Record: 13-4-0,http://ufcstats.com/fighter-details/7a613f78dd7ee8f8,Trekko,Bernardo Magalhaes
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,,--,--,--,Record: 1-1-0,http://ufcstats.com/fighter-details/8db1b36dde268ef6,,Eric Magana
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,Orthodox,--,170 lbs.,--,Record: 6-2-0,http://ufcstats.com/fighter-details/2015c944226ad2df,,Brandon Magana
0.4,28%,25%,0.40,42%,4.92,28%,1.53,"Aug 02, 1983",Orthodox,"65""",115 lbs.,"5' 1""",Record: 11-9-0,http://ufcstats.com/fighter-details/bd878a638e0e3be3,Your Majesty,Angela Magana
0.3,57%,42%,2.43,54%,2.27,46%,3.62,"Aug 03, 1987",Orthodox,"80""",170 lbs.,"6' 3""",Record: 27-10-0,http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5,The Haitian Sensation,Neil Magny
0.0,0%,0%,0.00,42%,3.86,4%,0.26,--,Orthodox,--,250 lbs.,"6' 0""",Record: 22-8-1,http://ufcstats.com/fighter-details/e7e970d508529bf3,,Ibragim Magomedov
0.2,89%,57%,0.67,54%,3.05,49%,4.40,"Nov 29, 1984",Orthodox,"70""",155 lbs.,"5' 9""",Record: 20-2-0,http://ufcstats.com/fighter-details/7ea1f74cef32f906,Highlander,Rashid Magomedov
0.0,88%,100%,0.33,66%,1.47,47%,4.02,"Nov 26, 1986",Orthodox,"78""",242 lbs.,"6' 3""",Record: 14-1-0,http://ufcstats.com/fighter-details/369e1ce458ef50a6,Leopard,Ruslan Magomedov
0.0,0%,0%,0.00,100%,0.00,100%,22.11,"Sep 02, 1990",Orthodox,"78""",185 lbs.,"6' 2""",Record: 25-4-1,http://ufcstats.com/fighter-details/36b8f265bcd1b7a4,,Abus Magomedov
0.8,77%,56%,5.22,64%,3.00,48%,4.89,"Mar 01, 1991",Orthodox,"73""",145 lbs.,"6' 1""",Record: 18-1-0,http://ufcstats.com/fighter-details/87aa9fb63d6b51a1,,Zabit Magomedsharipov
1.1,77%,46%,2.80,65%,2.44,41%,1.41,"May 19, 1983",Southpaw,"69""",155 lbs.,"5' 9""",Record: 24-9-0,http://ufcstats.com/fighter-details/1a7745388839e52b,The One,John Maguire
0.0,0%,40%,2.44,40%,6.92,29%,1.71,--,,--,--,--,Record: 10-4-1,http://ufcstats.com/fighter-details/fb0b6593cec84356,,Lolohea Mahe
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,,--,145 lbs.,--,Record: 1-2-0,http://ufcstats.com/fighter-details/118463dd8db16e7f,,Michelle Maher
0.0,0%,0%,0.00,57%,3.39,31%,3.45,"Dec 01, 1999",Orthodox,"71""",155 lbs.,"6' 0""",Record: 9-1-0,http://ufcstats.com/fighter-details/8c1ca54b5089d199,,Maheshate
3.9,0%,0%,0.00,17%,3.59,85%,1.54,"Feb 01, 1967",Orthodox,--,200 lbs.,"6' 3""",Record: 20-7-1 (1 NC),http://ufcstats.com/fighter-details/ae58685caf8e4a0d,The Butcher,Bill Mahood
7.7,0%,100%,3.83,63%,1.02,42%,1.53,"Nov 30, 1986",,--,125 lbs.,"5' 9""",Record: 8-3-0,http://ufcstats.com/fighter-details/7a9c1bb08a743d7f,,Klayton Mai
1.0,61%,24%,2.49,63%,2.07,43%,1.80,"Nov 06, 1977",Southpaw,"72""",170 lbs.,"6' 1""",Record: 28-11-0,http://ufcstats.com/fighter-details/427b5953ac8e3a27,,Demian Maia
0.1,55%,30%,0.33,54%,4.24,36%,3.61,"Oct 06, 1988",Orthodox,"64""",125 lbs.,"5' 4""",Record: 19-9-1,http://ufcstats.com/fighter-details/8e1f36476ef02a6a,,Jennifer Maia
1.0,0%,33%,1.00,43%,3.33,36%,0.60,"Jul 25, 1990",Orthodox,"66""",125 lbs.,"5' 5""",Record: 7-1-1,http://ufcstats.com/fighter-details/03b1b79b34eaf217,Capita,Nayara Maia
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,,--,135 lbs.,--,Record: 6-3-0,http://ufcstats.com/fighter-details/b301292b1bc92bdb,The Indian Notorious,Roshan Mainam
0.0,85%,42%,3.67,61%,2.07,54%,2.87,"Jan 07, 1989",Orthodox,"68""",145 lbs.,"5' 8""",Record: 15-2-1,http://ufcstats.com/fighter-details/938ad489fb7a1f31,The Hornet,Levan Makashvili
0.0,85%,0%,0.00,69%,4.04,50%,5.52,"May 03, 1985",Orthodox,"68""",155 lbs.,"5' 8""",Record: 18-8-0,http://ufcstats.com/fighter-details/c21a036b4e012f1c,The Bull,John Makdessi
1.3,88%,65%,3.42,66%,0.95,59%,2.37,"Oct 27, 1991",Southpaw,"70""",155 lbs.,"5' 10""",Record: 23-1-0,http://ufcstats.com/fighter-details/275aca31f61ba28c,,Islam Makhachev
0.0,0%,50%,2.10,36%,2.24,30%,1.12,"Feb 13, 1970",Southpaw,--,195 lbs.,"5' 6""",Record: 0-1-0,http://ufcstats.com/fighter-details/3d481aa374c954a1,,Aliev Makhmud
0.3,56%,30%,3.71,62%,2.24,43%,1.94,"Apr 19, 1983",Southpaw,"64""",125 lbs.,"5' 4""",Record: 20-8-0,http://ufcstats.com/fighter-details/57ab4d7c0bc09a30,Fun Size,Zach Makovsky
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,,--,155 lbs.,"5' 11""",Record: 4-2-0,http://ufcstats.com/fighter-details/110404b505fb562c,,Jeremy Malaterre
